Time, Wall_X, Displacement(σ), Left_Count, Right_Count, Packing_UNITLESS, Packing_ACTUAL_BOUND, Packing_ACTUAL_WITH_WALLBUFFER
0.555, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.557, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.558, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.560, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.562, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.563, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.565, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.566, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.568, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.570, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.571, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.573, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.574, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.576, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.578, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.579, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.581, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.582, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.584, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.586, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.587, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.589, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.590, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.592, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.594, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.595, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.597, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.598, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.600, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.602, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.603, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.605, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.606, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.608, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.610, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.611, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.613, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.614, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.616, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.618, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.619, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.621, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.622, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.624, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.626, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.627, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.629, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.630, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.632, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.634, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.635, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.637, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.638, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.640, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.642, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.643, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.645, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.646, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.648, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.650, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.651, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.653, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.654, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.656, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.658, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.659, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.661, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.662, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.664, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.666, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.667, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.669, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.670, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.672, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.674, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.675, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.677, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.678, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.680, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.682, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.683, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.685, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.686, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.688, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.690, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.691, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.693, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.694, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.696, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.698, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.699, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.701, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.702, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.704, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.706, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.707, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.709, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.710, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.712, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.714, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.715, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.717, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.718, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.720, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.722, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.723, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.725, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.726, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.728, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.730, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.731, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.733, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.734, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.736, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.738, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.739, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.741, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.742, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.744, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.746, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.747, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.749, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.750, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.752, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.754, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.755, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.757, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.758, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.760, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.762, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.763, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.765, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.766, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.768, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.770, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.771, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.773, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.774, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.776, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.778, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.779, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.781, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.782, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.784, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.786, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.787, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.789, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.790, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.792, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.794, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.795, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.797, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.798, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.800, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.802, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.803, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.805, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.806, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.808, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.810, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.811, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.813, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.814, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.816, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.818, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.819, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.821, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.822, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.824, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.826, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.827, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.829, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.830, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.832, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.834, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.835, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.837, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.838, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.840, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.842, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.843, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.845, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.846, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.848, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.850, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.851, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.853, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.854, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.856, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.858, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.859, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.861, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.862, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.864, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.866, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.867, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.869, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.870, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.872, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.874, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.875, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.877, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.878, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.880, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.882, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.883, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.885, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.886, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.888, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.890, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.891, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.893, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.894, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.896, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.898, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.899, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.901, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.902, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.904, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.906, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.907, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.909, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.910, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.912, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.914, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.915, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.917, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.918, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.920, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.922, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.923, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.925, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.926, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.928, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.930, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.931, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.933, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.934, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.936, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.938, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.939, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.941, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.942, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.944, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.946, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.947, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.949, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.950, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.952, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.954, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.955, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.957, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.958, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.960, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.962, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.963, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.965, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.966, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.968, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.970, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.971, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.973, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.974, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.976, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.978, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.979, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.981, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.982, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.984, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.986, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.987, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.989, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.990, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.992, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.994, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.995, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.997, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
0.998, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.000, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.002, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.003, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.005, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.006, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.008, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.010, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.011, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.013, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.014, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.016, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.018, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.019, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.021, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.022, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.024, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.026, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.027, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.029, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.030, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.032, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.034, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.035, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.037, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.038, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.040, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.042, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.043, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.045, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.046, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.048, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.050, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.051, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.053, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.054, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.056, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.058, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.059, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.061, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.062, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.064, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.066, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.067, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.069, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.070, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.072, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.074, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.075, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.077, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.078, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.080, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.082, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.083, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.085, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.086, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.088, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.090, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.091, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.093, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.094, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.096, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.098, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.099, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.101, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.102, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.104, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.106, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.107, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.109, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.110, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.112, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.114, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.115, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.117, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.118, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.120, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.122, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.123, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.125, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.126, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.128, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.130, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.131, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.133, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.134, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.136, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.138, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
1.139, 8.750, 0.000, 500, 500, 5.235988, 0.209440, 0.212270
