L0,eta,cs,cs_err,intercept,intercept_err,fit_r2,n_points,n_points_used,cs_SPT,cs_Henderson,cs_Kolafa_Rottner_2006,rel_err_SPT,rel_err_Henderson,rel_err_Kolafa_Rottner_2006,N_total,N_side,L_eff,analysis_L0,analysis_eta,analysis_dir
5.6503,0.6950057195170596,17.71674514393744,0.061265124874045104,0.0006450983525269927,0.0007880924563557195,0.9999163009634673,9,9,13.240509079627007,13.94967824534526,nan,0.3380712960046195,0.2700468664823277,nan,100,50,4.6503,5.6503,0.695006,/Users/chrisharing/Desktop/CCS_complex_coupled_systems/Repo/HardDisks/hspist3/experiments_speed_of_sound/EDMD/mode1_normalized_units/00_eta_sweep_ROMAN/campaign_r25_psi6_20260823/analysis/analysis/eta_0p695006_L0_5p6503
5.6913,0.6899989136027344,16.5370533852311,0.12958074802392403,-0.00019107929682929414,0.0016904755973097456,0.9995703882702959,9,9,12.84552966811091,13.523817211004902,11.551028427827134,0.28737808502240414,0.22280959045898685,0.43165203761357973,100,50,4.6913,5.6913,0.689999,/Users/chrisharing/Desktop/CCS_complex_coupled_systems/Repo/HardDisks/hspist3/experiments_speed_of_sound/EDMD/mode1_normalized_units/00_eta_sweep_ROMAN/campaign_r25_psi6_20260823/analysis/analysis/eta_0p689999_L0_5p6913
5.775,0.6799984098679206,14.666622204297859,0.08778832554662358,-0.002054747151612033,0.001150538316373444,0.9997492722189069,9,9,12.109263169591431,12.730642747207323,11.671182898770361,0.21119030934338134,0.15207240479002726,0.2566525888171187,100,50,4.775,5.775,0.679998,/Users/chrisharing/Desktop/CCS_complex_coupled_systems/Repo/HardDisks/hspist3/experiments_speed_of_sound/EDMD/mode1_normalized_units/00_eta_sweep_ROMAN/campaign_r25_psi6_20260823/analysis/analysis/eta_0p679998_L0_5p775
5.8612,0.6699977507997068,13.144882861206062,0.026646388344183914,-0.0014514477343796595,0.0003380654779417112,0.9999712360309219,9,9,11.436325850360037,12.00649084062788,11.373273160449282,0.1493973705543059,0.09481471611389236,0.15576955514596968,100,50,4.8612,5.8612,0.669998,/Users/chrisharing/Desktop/CCS_complex_coupled_systems/Repo/HardDisks/hspist3/experiments_speed_of_sound/EDMD/mode1_normalized_units/00_eta_sweep_ROMAN/campaign_r25_psi6_20260823/analysis/analysis/eta_0p669998_L0_5p8612
6.0415,0.6500026180563174,11.147838907253119,0.09021464573514397,-0.002067720567257424,0.001033931752787167,0.9995417824482677,9,9,10.253086562805324,10.73524218220127,10.438876110467342,0.08726663321985884,0.03843385347523154,0.06791562513850313,100,50,5.0415,6.0415,0.650003,/Users/chrisharing/Desktop/CCS_complex_coupled_systems/Repo/HardDisks/hspist3/experiments_speed_of_sound/EDMD/mode1_normalized_units/00_eta_sweep_ROMAN/campaign_r25_psi6_20260823/analysis/analysis/eta_0p650003_L0_6p0415
6.2333,0.6300018957834922,9.580897743412418,0.07203029181877439,-0.0019372288215791982,0.0008203054995919796,0.9996045020998291,9,9,9.248706246750507,9.658456309779227,9.4807519747666,0.03591761785910608,-0.00803012032971362,0.010563061760539671,100,50,5.2333,6.2333,0.630002,/Users/chrisharing/Desktop/CCS_complex_coupled_systems/Repo/HardDisks/hspist3/experiments_speed_of_sound/EDMD/mode1_normalized_units/00_eta_sweep_ROMAN/campaign_r25_psi6_20260823/analysis/analysis/eta_0p630002_L0_6p2333
6.4377,0.6099990395618374,8.806522595967266,0.09302816984502456,-0.0032510211423876965,0.0009837373426904137,0.9992194890814404,9,9,8.388468244369282,8.738130584630719,8.615617458196008,0.04983679253701667,0.007826847021128236,0.02215803321091636,100,50,5.4377,6.4377,0.609999,/Users/chrisharing/Desktop/CCS_complex_coupled_systems/Repo/HardDisks/hspist3/experiments_speed_of_sound/EDMD/mode1_normalized_units/00_eta_sweep_ROMAN/campaign_r25_psi6_20260823/analysis/analysis/eta_0p609999_L0_6p4377
6.6559,0.5900014749300984,7.934931497416205,0.04992311944683527,-0.0009027001196822146,0.00048642965105611313,0.9997625538229222,9,8,7.645872630805732,7.945293154059035,7.8547269660728,0.0378058699860937,-0.0013041251520765629,0.010210989088460298,100,50,5.6559,6.6559,0.590001,/Users/chrisharing/Desktop/CCS_complex_coupled_systems/Repo/HardDisks/hspist3/experiments_speed_of_sound/EDMD/mode1_normalized_units/00_eta_sweep_ROMAN/campaign_r25_psi6_20260823/analysis/analysis/eta_0p590001_L0_6p6559
6.8895,0.5699964898740463,7.375190178040162,0.030605691160741175,-0.0011495132985036706,0.00030296158198162454,0.9998794676494049,9,9,6.9996590546912,7.256748892938417,7.1876771425850325,0.053649916433755385,0.016321535559401967,0.026088127184256127,100,50,5.8895,6.8895,0.569996,/Users/chrisharing/Desktop/CCS_complex_coupled_systems/Repo/HardDisks/hspist3/experiments_speed_of_sound/EDMD/mode1_normalized_units/00_eta_sweep_ROMAN/campaign_r25_psi6_20260823/analysis/analysis/eta_0p569996_L0_6p8895
7.14,0.5499987138637594,6.782421813243225,0.03362153607725255,-0.00035118529847611243,0.00030293004628228007,0.9998525812470253,9,8,6.433948234857878,6.655176740443382,6.6018387881708716,0.05416170066420256,0.019119713534665017,0.0273534436187568,100,50,6.14,7.14,0.549999,/Users/chrisharing/Desktop/CCS_complex_coupled_systems/Repo/HardDisks/hspist3/experiments_speed_of_sound/EDMD/mode1_normalized_units/00_eta_sweep_ROMAN/campaign_r25_psi6_20260823/analysis/analysis/eta_0p549999_L0_7p14
7.5,0.5235987755982989,6.128196188574325,0.03229416759957645,-0.00040303612655064687,0.0002896447946090518,0.9998056446529774,9,9,5.788353833870743,5.970203155049391,5.9321227260072735,0.058711399554564725,0.02646359418963984,0.033052833129604275,100,50,6.5,7.5,0.523599,/Users/chrisharing/Desktop/CCS_complex_coupled_systems/Repo/HardDisks/hspist3/experiments_speed_of_sound/EDMD/mode1_normalized_units/00_eta_sweep_ROMAN/campaign_r25_psi6_20260823/analysis/analysis/eta_0p523599_L0_7p5
