eta,L0,roman_mean,roman_scatter,roman_median,median_scatter,avg_spectrum_peak,avg_spectrum_scatter,spectrum_fit,spectrum_fit_scatter,n_masses,trajectories_used,trajectories_discarded,max_drift_fraction,cs_KR2006
0.006545,600,1.3749307446685934,0.042656822130060015,1.4313243804950202,1.1905469956418863e-08,1.4313243804950202,1.1905469956418863e-08,1.4465241601316297,0.00409174439066459,9,224,1,0.08,1.432903385622564
0.009817,400,1.3649364607399195,0.07368221753558941,1.4407765525809582,1.219834413200514e-08,1.4407765525809582,1.219834413200514e-08,1.4587993385552023,0.0042319093567095385,9,224,1,0.16,1.4423818484782942
0.013090,300,1.2313264708577145,0.17047389341217498,1.4292671343478107,0.019221448511659717,1.4719662678371441,0.019466932620684572,1.464428759640935,0.0031909904704833974,9,225,0,0.36,1.4519547443190208
0.019635,199.9995,1.4348495956655898,0.03988470467448917,1.469902641687693,0.00023279650083159542,1.469902641687693,0.00023279650083159542,1.482042453807241,0.005795052802319974,9,225,0,0.08,1.4713768546550845
0.026180,149.9996,1.4363745020915746,0.056904847456442344,1.4895684167575156,0.00020152679784154163,1.4895684167575156,0.00020152679784154163,1.5102948648243273,0.0043922862447399865,9,225,0,0.12,1.4911792300743643
0.039270,99.9998,1.5044221906063442,0.032038085467601084,1.5301596175116463,0.0003606746403955192,1.5301596175116463,0.0003606746403955192,1.5553854111045777,0.005317098938553814,9,225,0,0.08,1.5319643869916062
0.052360,74.9998,1.5306988462055493,0.04381701782001283,1.5723760617913929,0.0005061622473151146,1.5723760617913929,0.0005061622473151146,1.5915234924695938,0.004035178704026935,9,225,0,0.08,1.5743927264709026
0.078540,49.9999,1.6223339385337814,0.04892499722231919,1.661136532207481,0.0006861543290701725,1.661136532207481,0.0006861543290701725,1.6846825046323066,0.003564045856692243,9,225,0,0.08,1.6645372848202054
0.112200,34.9999,1.7173190885091147,0.06662674657637153,1.7875207737736538,0.02408299791994565,1.7860423354250705,0.0006250309808071892,1.8189154122039244,0.005169894521218028,9,225,0,0.08,1.7918899442794236
0.130900,29.9999,1.776114942794681,0.08503300899848673,1.869165776080995,0.032493236950131316,1.8765984137462308,0.03875486282804336,1.9037540269061637,0.0044993888178136154,9,225,0,0.12,1.868853635533792
0.157080,24.9999,1.834566179881717,0.13483406252462976,2.000115591665736,0.039202954232581876,2.0323270599916046,0.025982863348131133,2.025580140695981,0.008411034169985912,9,225,0,0.2,1.984948135780803
0.196350,20.0000,2.1268535629319785,0.08099713528048529,2.223813640085035,0.02910760167676312,2.235875301012705,0.028475200278768945,2.2276690280543625,0.009771631581549534,9,225,0,0.12,2.1798054812196286
0.261799,15.0000,2.4495887429860903,0.13819078363991216,2.6282757889924433,0.000921232762130876,2.6282757889924433,0.000921232762130876,2.6329867989240756,0.009709866234385368,9,225,0,0.16,2.572551171599921
0.392699,10.0000,3.5390513321783814,0.21255785117292814,3.8143565442113916,0.0629848122156238,3.8034527384953556,0.06298343822837642,3.8340381113738053,0.011312677891443135,9,225,0,0.16,3.746079766236013
0.523599,7.5000,5.346390888836234,0.5733418878274303,6.025486523432886,0.07360217444817437,3.940392158183026,1.9627417041574653,6.1194212931893395,0.016964844998262358,9,225,0,0.28,5.932127977955907
0.549999,7.1400,5.854034617268635,0.6314397618027785,6.576579579727074,0.10686265886216678,4.28024763149668,2.1521691244045837,6.852441790519578,0.03409295939412925,9,225,0,0.28,6.601846652256098
0.569996,6.8895,6.200506669807798,0.8490880131911094,7.088446555543462,0.20086962663918773,4.680285772121493,2.331309979361424,7.377687319103703,0.0441931923392189,9,225,0,0.36,7.187661854020839
0.590001,6.6559,5.704752184727599,1.521824818632957,5.063550881792514,2.522591800768354,5.1559822992241235,2.5488201128749264,7.951118095529586,0.054382525010145503,9,225,0,0.6,7.854710064972021
0.609999,6.4377,6.633249407756338,1.2913200656662958,7.968068264985865,0.5080308612129519,5.574686183180341,2.7559075268485675,8.69009592486135,0.10720353013438776,9,225,0,0.48,8.615615852995166
0.630002,6.2333,7.543149568968967,1.2615201657399848,9.223983183298287,0.16436036734283513,3.985710159571393,4.002081950809015,9.573657560426126,0.12410256687501026,9,225,0,0.4,9.48075675398614
0.650003,6.0415,9.309561495452055,1.0825565667358872,10.775555695323737,0.12158073596618466,7.004916102628711,3.5371671412703907,11.137088590733754,0.09615540456846942,9,225,0,0.28,10.438894914753652
0.669998,5.8612,10.633508887314036,1.7562638566028916,12.762295288589733,0.4039130535382062,8.48347918855564,4.228310496701149,13.16526944012734,0.08041600281696146,9,225,0,0.4,11.373283070559317
0.679998,5.7750,11.968549569068992,1.8129322684436222,14.317150084375992,0.29532451957671396,9.43630105361447,4.751974355940456,14.805764910425102,0.103863504072005,9,225,0,0.4,11.671176463075094
0.689999,5.6913,12.199281416911331,3.063878254457733,10.724660782770348,5.428126144912591,6.893126280067811,7.19814028213808,16.897348409798973,0.10159747264792084,9,225,0,0.6,11.551024040611377
0.695006,5.6503,12.169231270728181,3.666303727478042,11.301363919797593,5.8047392999153224,7.429463730149518,7.763965457569224,18.27058581441946,0.12591585930754695,9,225,0,0.64,nan
0.699998,5.6100,13.470338465272443,3.563676382098709,12.478689073187084,6.345620285111137,7.981680918315231,8.384698835181888,19.68195661869567,0.23438661915575176,9,225,0,0.6,nan
0.705000,5.5702,12.040184748552166,2.598186741107656,11.045391744413688,5.38157071447854,4.830098553950654,8.355422091873288,17.516206140141257,0.34779568658804777,9,225,0,0.52,nan
0.709997,5.5310,10.242172424470633,2.2040103197069185,14.088794515568553,0.7019667113821431,5.965576321145904,7.192053115870072,15.364648331753193,0.3732033185147547,9,225,0,0.48,nan
0.714999,5.4923,11.337165145224326,3.318007328464168,10.12023118818526,5.0693983791998685,10.12023118818526,5.0693983791998685,15.804653762014837,0.16291665615167616,9,225,0,0.68,nan
0.719994,5.4542,13.831663658359975,2.3398741103827994,16.504376216057164,0.16990335256508882,10.744082716093494,5.388733835431374,16.7981206254291,0.048466219261940356,9,225,0,0.44,nan
0.725005,5.4165,15.087259398926747,2.183743313409987,17.6611487998049,0.38710349008885336,17.93138927704721,0.2350703398645296,18.054496627953615,0.03935137797699789,9,225,0,0.36,nan
0.730005,5.3794,15.65510521271605,2.0026178931188467,18.596937100877735,0.18160153451327515,12.085026366971457,6.0815316403172215,18.775847152042644,0.042705863533983805,9,225,0,0.32,nan
0.740006,5.3067,18.437778351318233,3.5198076152765845,22.46921001033636,0.39307767917807707,14.693321782377609,7.438254382442845,22.94758438031329,0.0642348137238527,9,225,0,0.48,nan
0.749998,5.2360,25.58788858253251,1.8408397553378673,27.75086241426707,0.2727910723829694,17.86008303818515,9.142134233364825,28.15000820613629,0.055243356665780105,9,225,0,0.16,nan
0.759999,5.1671,30.57036699428793,4.576307670691502,37.2308701179976,0.47647093889659237,24.20276124638756,12.41938546158395,37.73073177531913,0.04718949627689899,9,225,0,0.36,nan
