eta,L0,KR,lit_25,lit_25_scatter,fit_25,fit_25_scatter,w1.5_25,w1.5_25_scatter,w3.0_25,w3.0_25_scatter,w5.0_25,w5.0_25_scatter,fit_25_failed,fit_25_used,lit_100,lit_100_scatter,fit_100,fit_100_scatter,w1.5_100,w1.5_100_scatter,w3.0_100,w3.0_100_scatter,w5.0_100,w5.0_100_scatter,fit_100_failed,fit_100_used,lit_200,lit_200_scatter,fit_200,fit_200_scatter,w1.5_200,w1.5_200_scatter,w3.0_200,w3.0_200_scatter,w5.0_200,w5.0_200_scatter,fit_200_failed,fit_200_used
0.650003,6.0415,10.438894914753652,9.309561495452055,1.0825565667358872,11.126636732423215,0.10054176516548569,11.008607934400311,0.058124621079965084,11.008607934400311,0.058124621079965084,11.008607934400311,0.058124621079965084,0,225,4.022995951857355,3.4322980277143524,11.124570171278053,0.08311416968024433,11.030541067246983,0.047769469859544944,11.030541067246983,0.047769469859544944,11.030541067246983,0.047769469859544944,0,225,1.5043678182423306,3.0214428959977777,11.126224081933417,0.07903073417171626,11.08574781109604,0.03805167089879746,11.08574781109604,0.03805167089879746,11.08574781109604,0.03805167089879746,0,225
0.669998,5.8612,11.373283070559317,10.633508887314036,1.7562638566028916,13.120555931536868,0.06473346680279152,12.950676191713487,0.1367887658827168,12.950676191713487,0.1367887658827168,12.950676191713487,0.1367887658827168,0,225,5.272577693046996,4.228663323311162,13.157631075632485,0.060077859822972486,13.118459663118365,0.052437399660714944,13.118459663118365,0.052437399660714944,13.118459663118365,0.052437399660714944,0,225,2.3268668996926043,3.8305092229745634,13.136138317110793,0.050248114688707414,13.062699874329038,0.04420727230699533,13.062699874329038,0.04420727230699533,13.062699874329038,0.04420727230699533,0,225
0.679998,5.7750,11.671176463075094,11.968549569068992,1.8129322684436222,14.788234730768245,0.10266520187609346,14.530058974604227,0.07354875390234375,14.733374737826935,0.10815367658430816,14.733374737826935,0.10815367658430816,0,225,5.195879011824663,5.49061333587356,14.693554853846765,0.05984822803127088,14.582339269887857,0.07296741320809397,14.582339269887857,0.07296741320809397,14.582339269887857,0.07296741320809397,0,225,2.708328991758442,5.187430869263379,14.675344680377332,0.05976321067915077,14.591935409715266,0.03592028858774075,14.591935409715266,0.03592028858774075,14.591935409715266,0.03592028858774075,0,225
0.689999,5.6913,11.551024040611377,12.199281416911331,3.063878254457733,17.065573878830058,0.20108891726395706,15.891380240309275,0.1977900771522915,16.93705142341666,0.2050248222065409,16.93705142341666,0.2050248222065409,0,225,5.540144266348877,5.974125268662795,16.80474308321756,0.07982375850631955,16.182288832143314,0.12500539510456907,16.69769169704839,0.07701487467581934,16.69769169704839,0.07701487467581934,0,225,2.706780979020289,6.181867548089184,16.747747840689126,0.050031578138546494,16.23882681556703,0.11276247508367601,16.60781256782088,0.07612092560410816,16.60781256782088,0.07612092560410816,0,225
0.695006,5.6503,nan,12.169231270728181,3.666303727478042,18.398545690573922,0.1971690350439815,16.055654991617807,0.18861349631201285,18.17869683502535,0.15626467494030255,18.17869683502535,0.15626467494030255,1,224,5.9264372951238355,6.631011926444542,18.13762550878609,0.07944683333297729,16.5798647674314,0.1467374424120622,17.978576329047183,0.09042298652576884,17.978576329047183,0.09042298652576884,0,225,2.838115587825079,6.700761523617046,18.063410504463445,0.04322366647159368,16.6308381380783,0.08358825435038418,17.859629259142796,0.07969854220493588,17.859629259142796,0.07969854220493588,0,225
0.699998,5.6100,nan,13.470338465272443,3.563676382098709,19.595661682649965,0.19107382769752682,16.36681753183656,0.1828954507637595,19.32224913978105,0.2956787616292633,19.32224913978105,0.2956787616292633,0,225,6.060201088018789,6.994910904553521,19.50724051068643,0.08404676440691125,16.692167984972357,0.12144365672065942,19.275068427342397,0.2343339078608905,19.275068427342397,0.2343339078608905,0,225,3.0698590988138323,6.458829417781931,19.49794636162686,0.07039668931465398,16.90501520437673,0.07964687714337881,19.349740196819617,0.11814230421651163,19.349740196819617,0.11814230421651163,0,225
0.705000,5.5702,nan,12.040184748552166,2.598186741107656,17.64927791525199,0.37605031449706566,16.79778277622939,0.22881587690004834,17.498813967998238,0.4500569054548141,17.498813967998238,0.4500569054548141,0,225,3.2382050698723086,4.5365722255709295,18.387852125960876,0.6920352790462263,16.838152455509626,0.23908550196913747,17.98008433378836,0.8006867684569544,17.98008433378836,0.8006867684569544,0,225,1.4002569557963234,4.278013092367133,18.737611511458663,0.857932069995178,16.937658271510426,0.1632618315174207,18.488181818174404,1.0221521604647996,18.488181818174404,1.0221521604647996,0,225
0.709997,5.5310,nan,10.242172424470633,2.2040103197069185,15.420115679313952,0.3635753347335238,15.244259257775768,0.4018944071846857,15.36445277960255,0.42392771789319594,15.36445277960255,0.42392771789319594,0,225,2.8778796758312,3.200643096648612,16.49821337065641,0.48174901954178967,16.358534099673754,0.4607625056233189,16.434190258990128,0.5625035722537244,16.434190258990128,0.5625035722537244,0,225,1.200392225723491,2.6689627191403975,17.269918225085934,0.5418774683510983,17.038137737691162,0.49834343165536127,17.20630567065491,0.6907331891977347,17.20630567065491,0.6907331891977347,0,225
0.714999,5.4923,nan,11.337165145224326,3.318007328464168,15.7320182950907,0.21922467546269742,15.644652669683131,0.09955981854307493,15.683135346802743,0.1998944259473029,15.683135346802743,0.1998944259473029,0,225,5.453556907342465,4.222966672589275,16.23404064619725,0.32678327166803045,15.842741733387024,0.17473383387376681,16.07684653346177,0.3840561843522647,16.07684653346177,0.3840561843522647,0,225,1.8552672664539303,3.9984521932341375,16.81109104265182,0.3397759033415278,16.097498213186547,0.23726368072373175,16.533254544783887,0.3630679011631647,16.533254544783887,0.3630679011631647,0,225
0.719994,5.4542,nan,13.831663658359975,2.3398741103827994,16.748037675985227,0.061263249900107696,16.67457554859089,0.06624098128375402,16.67457554859089,0.06624098128375402,16.67457554859089,0.06624098128375402,0,225,7.918875867665588,4.85276871930157,16.895140526158887,0.13757978899033374,16.669234827042306,0.09401698731339425,16.746284601429284,0.15332899772755196,16.746284601429284,0.15332899772755196,0,225,4.791627600644536,5.877267380026327,16.99562625399837,0.1450081662765977,16.701595684813302,0.06930403027482512,16.85366525821259,0.16262799181681922,16.85366525821259,0.16262799181681922,0,225
0.725005,5.4165,nan,15.087259398926747,2.183743313409987,18.047428946751786,0.0497761409265992,17.94438810614093,0.14074426805642556,17.94438810614093,0.14074426805642556,17.94438810614093,0.14074426805642556,0,225,8.79798865768605,6.343210067767709,18.070212864282464,0.0316493541102892,17.956503489873523,0.11401882405644108,17.956503489873523,0.11401882405644108,17.956503489873523,0.11401882405644108,0,225,5.780619504402413,7.094398507684491,18.05666558570317,0.03979206838628546,17.967423755590215,0.10397303098198628,17.967423755590215,0.10397303098198628,17.967423755590215,0.10397303098198628,0,225
0.730005,5.3794,nan,15.65510521271605,2.0026178931188467,18.752216745199693,0.03511801861446098,18.579561331533863,0.12285930534522783,18.579561331533863,0.12285930534522783,18.579561331533863,0.12285930534522783,0,225,9.522597310008077,6.037183614083467,18.75953136543838,0.012853113551529974,18.6739289796516,0.06993239439864604,18.6739289796516,0.06993239439864604,18.6739289796516,0.06993239439864604,0,225,5.931505485380879,6.855315625031376,18.762546355378554,0.017893491724479585,18.691004308902397,0.05667029270737941,18.691004308902397,0.05667029270737941,18.691004308902397,0.05667029270737941,0,225
0.740006,5.3067,nan,18.437778351318233,3.5198076152765845,22.932496498681402,0.07408127394155654,21.223461639208022,0.13533805350975572,22.840060553585992,0.12231480083614754,22.840060553585992,0.12231480083614754,0,225,11.511344995148448,7.071422252915628,22.97115357187184,0.014863711649112925,21.644364211048487,0.0912070008699117,22.87779838777394,0.068705524746213,22.87779838777394,0.068705524746213,0,225,7.018391648856695,9.041810335727527,22.97234314291316,0.019080084805681748,21.65853505173842,0.04870622303077728,22.898096943949238,0.07113148528159058,22.898096943949238,0.07113148528159058,0,225
0.749998,5.2360,nan,25.58788858253251,1.8408397553378673,28.08282487611762,0.08091263365664966,20.809141823597525,0.5379784768123517,27.95449199733426,0.15848820552999782,27.95449199733426,0.15848820552999782,0,225,13.01711602932043,8.894248746769156,28.094107230052977,0.06872836941924618,21.861340342176394,0.4116035270849564,28.053212622694044,0.0841943690953461,28.053212622694044,0.0841943690953461,0,225,7.119303881395742,11.412846119836184,28.11821929106409,0.06312540037173882,22.567365406063484,0.22695613307603263,28.01126565616671,0.11782013122972496,28.01126565616671,0.11782013122972496,0,225
0.759999,5.1671,nan,30.57036699428793,4.576307670691502,31.51393085280019,0.2654467641369312,20.318151106888596,0.6975023150064243,37.63621546881736,0.16141886026038169,37.63621546881736,0.16141886026038169,112,113,15.922148820191522,12.106234855478853,31.974230978665926,0.21218563025368775,20.96870569191222,0.7373239481210286,37.62250053162241,0.10360966782152578,37.62250053162241,0.10360966782152578,170,55,6.629586842419392,13.529444267702083,32.31234113924674,0.21944733422530327,21.671902209447204,0.6143597415176774,37.632327562282796,0.1272415778012321,37.632327562282796,0.1272415778012321,183,42
