eta,L0,M,run,seed,nu,peak_snr,peak_on_search_boundary,frequency_quality_pass,forced_advance,clamp_repair,overlap_repair,wall_overdue,wall_overdue_class,psi6_global_hold,psi6_global_end,gpt_health_reason,gpt_eligible_structure,eligible,exclusion_reasons,T_i_left,T_i_right,T_i_mean
0.261799,15.0,100,16,206941925,0.02434623544440838,514.4003218300198,0,1,0,0,0,0,none,0.0557790331,0.0487118325,,True,1,,0.980862348,0.925018292,0.952940320
0.261799,15.0,100,17,2547801264,0.02640609383533567,338.8155714476195,0,1,0,0,0,0,none,0.11728695,0.013829505,,True,1,,0.989969964,0.998308214,0.994139089
0.261799,15.0,100,18,277525529,0.024692899757527437,429.2884863577526,0,1,0,0,0,0,none,0.0708459174,0.0529565589,,True,1,,0.993996874,0.951066858,0.972531866
0.261799,15.0,100,19,2355600498,0.024880468485970808,357.2977533911221,0,1,0,0,0,0,none,0.113675231,0.116809354,,True,1,,0.929278126,0.941452104,0.935365115
0.261799,15.0,100,2,2273598329,0.02567980890178537,411.01108983343715,0,1,0,0,0,0,none,0.0438960975,0.101925273,,True,1,,0.962426066,0.943598554,0.953012310
0.261799,15.0,100,20,3034509390,0.025743514122590204,1252.2813528150048,0,1,0,0,0,0,none,0.0920874029,0.127831668,,True,1,,0.968439630,0.947663952,0.958051791
0.261799,15.0,100,21,2672460933,0.025614680117499896,755.705430752775,0,1,0,0,0,0,none,0.0684983229,0.12394738,,True,1,,0.994137106,0.981184816,0.987660961
0.261799,15.0,100,22,3958846323,0.025520456528614233,834.439322902044,0,1,0,0,0,0,none,0.113578961,0.128056842,,True,1,,0.998816724,0.969315964,0.984066344
0.261799,15.0,100,23,4226555343,0.026092860358775477,92.47956396753982,0,1,0,0,0,0,none,0.106103381,0.135854362,,True,1,,0.978612374,0.991351744,0.984982059
0.261799,15.0,100,24,1015377544,0.025348531539894272,222.87932966534984,0,1,0,0,0,0,none,0.097571885,0.0709369901,,True,1,,0.975336818,0.994330742,0.984833780
0.261799,15.0,100,3,1449494275,0.024709524184953653,352.927890136999,0,1,0,0,0,0,none,0.101130463,0.199615136,,True,1,,0.999537516,0.992711142,0.996124329
0.261799,15.0,100,4,864640939,0.024763518356220034,460.09593599939774,0,1,0,0,0,0,none,0.16976152,0.0603812424,,True,1,,0.995673260,0.976412318,0.986042789
0.261799,15.0,100,5,3783581709,0.02472329388783794,258.03548690117157,0,1,0,0,0,0,none,0.0856094694,0.0911217981,,True,1,,0.977445508,0.994571656,0.986008582
0.261799,15.0,100,6,4010620871,0.025850766913373863,216.6584205385445,0,1,0,0,0,0,none,0.085694234,0.125353401,,True,1,,0.994632566,0.996778596,0.995705581
0.261799,15.0,100,7,1359425022,0.024862285932791647,802.2669019435133,0,1,0,0,0,0,none,0.063064116,0.133682772,,True,1,,0.981979130,0.992807878,0.987393504
0.261799,15.0,100,8,2404785472,0.026023512129029404,340.9019797383972,0,1,0,0,0,0,none,0.0912384604,0.139841292,,True,1,,0.973047784,0.997112104,0.985079944
0.261799,15.0,100,9,2259535143,0.02980537683259201,61.324017333774975,0,1,0,0,0,0,none,0.15771955,0.105911442,,True,1,,0.996563068,0.995706748,0.996134908
0.261799,15.0,1500,0,3228477083,0.0075265842844091995,10156.62745260605,0,1,0,0,0,0,none,0.0406169397,0.071593472,,True,1,,0.959196900,0.998064234,0.978630567
0.261799,15.0,1500,1,3019429350,0.007411155888798642,17291.52452266819,0,1,0,0,0,0,none,0.0711940073,0.083747498,,True,1,,0.937972160,0.997233060,0.967602610
0.261799,15.0,1500,10,1654196543,0.007561399917674276,33154.19224758216,0,1,0,0,0,0,none,0.0778322456,0.151947197,,True,1,,0.968060468,0.988985808,0.978523138
0.261799,15.0,1500,11,2897261645,0.007592122584468409,119280.90154337323,0,1,0,0,0,0,none,0.0720457216,0.155103931,,True,1,,0.957311214,0.993054336,0.975182775
0.261799,15.0,1500,12,3605124947,0.007527817151007877,11430.986338507528,0,1,0,0,0,0,none,0.0693390653,0.0536995463,,True,1,,0.993913148,0.951717658,0.972815403
0.261799,15.0,1500,13,1875482358,0.0076200502515749126,29507.613484486435,0,1,0,0,0,0,none,0.0900679295,0.0380210947,,True,1,,0.993406634,0.943054646,0.968230640
0.261799,15.0,1500,14,1256307690,0.007454163925794701,16017.275988033045,0,1,0,0,0,0,none,0.0735660823,0.0634216089,,True,1,,0.993921948,0.983254878,0.988588413
0.261799,15.0,1500,15,1568651741,0.007577552489053429,79297.72777098339,0,1,0,0,0,0,none,0.132102176,0.101637345,,True,1,,0.997849002,0.998199834,0.998024418
0.261799,15.0,1500,16,685484035,0.007470178737865119,39014.21034658972,0,1,0,0,0,0,none,0.0582904543,0.147951727,,True,1,,0.967263588,0.997067914,0.982165751
0.261799,15.0,1500,17,1361416527,0.007529160127087896,108580.04839182452,0,1,0,0,0,0,none,0.143579897,0.0423697904,,True,1,,0.974007902,0.962805180,0.968406541
0.261799,15.0,1500,18,2857037083,0.007429053729221403,15369.026391581492,0,1,0,0,0,0,none,0.114099888,0.0469231164,,True,1,,0.989491808,0.996144624,0.992818216
0.261799,15.0,1500,19,3435577111,0.007668646738836376,21942.555735162998,0,1,0,0,0,0,none,0.119679311,0.0310741275,,True,1,,0.996914148,0.986872662,0.991893405
0.261799,15.0,1500,2,4179644105,0.007348997750078116,5007.52136843194,0,1,0,0,0,0,none,0.0924131888,0.166585881,,True,1,,0.952336146,0.998360324,0.975348235
0.261799,15.0,1500,20,3695047291,0.0076128524889953015,27527.02205888628,0,1,0,0,0,0,none,0.120596557,0.0318779398,,True,1,,0.999236154,0.993123512,0.996179833
0.261799,15.0,1500,21,2647498383,0.007525422197009852,88515.59369737084,0,1,0,0,0,0,none,0.173106456,0.194207597,,True,1,,0.993125542,0.931639628,0.962382585
0.261799,15.0,1500,22,4219211726,0.007333326602522074,2520.6619719746664,0,1,0,0,0,0,none,0.138965359,0.078971732,,True,1,,0.994104642,0.989425622,0.991765132
0.261799,15.0,1500,23,3983469464,0.007494602126679629,32963.953241405885,0,1,0,0,0,0,none,0.119476955,0.0832196175,,True,1,,0.988749554,0.886719352,0.937734453
0.261799,15.0,1500,24,3181909258,0.007619343898999827,41542.928393660644,0,1,0,0,0,0,none,0.124711246,0.119310741,,True,1,,0.972724912,0.974474868,0.973599890
0.261799,15.0,1500,3,734880048,0.007454090310025104,11699.122075470648,0,1,0,0,0,0,none,0.163880342,0.032417585,,True,1,,0.922433156,0.993789568,0.958111362
0.261799,15.0,1500,4,1198567138,0.007606205795763453,17447.887846806665,0,1,0,0,0,0,none,0.16629313,0.0274437594,,True,1,,0.995588892,0.982423048,0.989005970
0.261799,15.0,1500,5,169252820,0.0074383195988689385,32512.417698685924,0,1,0,0,0,0,none,0.0222512522,0.130086217,,True,1,,0.991498598,0.996169982,0.993834290
0.261799,15.0,1500,6,514485337,0.007578065813289196,15151.28817778194,0,1,0,0,0,0,none,0.0526135346,0.115770259,,True,1,,0.996215532,0.978178240,0.987196886
0.261799,15.0,1500,7,806120488,0.00781815853877623,3704.3494160457044,0,1,0,0,0,0,none,0.0302468196,0.106803191,,True,1,,0.935263142,0.958436238,0.946849690
0.261799,15.0,1500,8,194500834,0.007326322062534488,1514.3499497597745,0,1,0,0,0,0,none,0.126009063,0.065199037,,True,1,,0.965531774,0.977398102,0.971464938
0.261799,15.0,1500,9,1240100782,0.007384578064123712,27149.12529168935,0,1,0,0,0,0,none,0.100357893,0.0549165697,,True,1,,0.985526166,0.995464930,0.990495548
0.261799,15.0,2000,0,2118718294,0.006521505930311156,23005.848161605514,0,1,0,0,0,0,none,0.109737943,0.143143525,,True,1,,0.979363682,0.944240684,0.961802183
0.261799,15.0,2000,1,3740020996,0.006408344994567537,6915.285469804697,0,1,0,0,0,0,none,0.0309822503,0.0894246283,,True,1,,0.973113112,0.980935310,0.977024211
0.261799,15.0,2000,10,3221334966,0.006554254885520473,14360.261352103886,0,1,0,0,0,0,none,0.0786537167,0.161691907,,True,1,,0.973898402,0.985505030,0.979701716
0.261799,15.0,2000,11,726302941,0.006480848010434249,12133.196027957503,0,1,0,0,0,0,none,0.103565555,0.102374012,,True,1,,0.996072860,0.983774262,0.989923561
0.261799,15.0,2000,12,2024848599,0.005895994023827548,3368.0916901299147,0,1,0,0,0,0,none,0.05351647,0.0541276422,,True,1,,0.984045744,0.995696722,0.989871233
0.261799,15.0,2000,13,3344973270,0.006488865369754434,12339.00190037768,0,1,0,0,0,0,none,0.0592405158,0.0969326283,,True,1,,0.988936432,0.995326106,0.992131269
0.261799,15.0,2000,14,247929859,0.00648356689180942,34299.79947495452,0,1,0,0,0,0,none,0.0911248067,0.0726317006,,True,1,,0.999959232,0.940489528,0.970224380
0.261799,15.0,2000,15,591459297,0.006475406218785229,5393.938066946028,0,1,0,0,0,0,none,0.0541876127,0.149263215,,True,1,,0.987129352,0.996837346,0.991983349
0.261799,15.0,2000,16,2962295371,0.006691758380701827,12527.695287260252,0,1,0,0,0,0,none,0.0721911066,0.167883273,,True,1,,0.975627236,0.939830492,0.957728864
0.261799,15.0,2000,17,858354655,0.006349944642454858,2998.4039410976306,0,1,0,0,0,0,none,0.176257261,0.171077873,,True,1,,0.985342662,0.999843978,0.992593320
0.261799,15.0,2000,18,405219180,0.006562873370955804,88293.68239230444,0,1,0,0,0,0,none,0.0992742282,0.112737654,,True,1,,0.995043680,0.989740172,0.992391926
0.261799,15.0,2000,19,1976775866,0.006601958340334601,35093.30905844369,0,1,0,0,0,0,none,0.147929959,0.201318299,,True,1,,0.914919194,0.996463242,0.955691218
0.261799,15.0,2000,2,634269231,0.0064556112798479235,11542.23164307725,0,1,0,0,0,0,none,0.232474124,0.026286863,,True,1,,0.965046406,0.977130342,0.971088374
0.261799,15.0,2000,20,433665543,0.006621507762181833,62816.84296455562,0,1,0,0,0,0,none,0.100360923,0.0669910428,,True,1,,0.939559922,0.993857256,0.966708589
0.261799,15.0,2000,21,2328415674,0.006547256053698154,104255.53311961096,0,1,0,0,0,0,none,0.123145873,0.0786966551,,True,1,,0.991921024,0.959435920,0.975678472
0.261799,15.0,2000,22,3347934332,0.00647366510896827,10139.925008346007,0,1,0,0,0,0,none,0.106351525,0.0791804723,,True,1,,0.978306674,0.997329414,0.987818044
0.261799,15.0,2000,23,3902775841,0.0065632537651807476,15789.776080829217,0,1,0,0,0,0,none,0.151828214,0.0375050501,,True,1,,0.996716580,0.994994990,0.995855785
0.261799,15.0,2000,24,2947929667,0.006555044665109541,15320.850975280227,0,1,0,0,0,0,none,0.126644194,0.060982616,,True,1,,0.956746784,0.994135852,0.975441318
0.261799,15.0,2000,3,1818886929,0.00660255833429782,30494.9413937153,0,1,0,0,0,0,none,0.0867448507,0.100290302,,True,1,,0.983213900,0.966656978,0.974935439
0.261799,15.0,2000,4,1325445240,0.006507487191777909,6786.019710038184,0,1,0,0,0,0,none,0.159515692,0.0426146062,,True,1,,0.998435798,0.991554600,0.994995199
0.261799,15.0,2000,5,3814921731,0.006625510746717873,36069.405110879816,0,1,0,0,0,0,none,0.0594187122,0.0448031753,,True,1,,0.992276904,0.998924436,0.995600670
0.261799,15.0,2000,6,3350871142,0.006525482759363105,42559.7873573458,0,1,0,0,0,0,none,0.0380361723,0.12221368,,True,1,,0.983484834,0.995041940,0.989263387
0.261799,15.0,2000,7,2209946084,0.006646448270655081,42997.5320330966,0,1,0,0,0,0,none,0.0804208993,0.0556897979,,True,1,,0.993514226,0.990069822,0.991792024
0.261799,15.0,2000,8,1086317850,0.006402286380751481,41799.553497724424,0,1,0,0,0,0,none,0.107069313,0.114431973,,True,1,,0.991634966,0.968292478,0.979963722
0.261799,15.0,2000,9,587875505,0.006623461582561145,7468.177653782367,0,1,0,0,0,0,none,0.0472585687,0.109334518,,True,1,,0.975981530,0.964792206,0.970386868
0.261799,15.0,200,0,1326766709,0.019325076822105946,214.39659455958002,0,1,0,0,0,0,none,0.128131472,0.0540764926,,True,1,,0.978614586,0.954919008,0.966766797
0.261799,15.0,200,1,3032452663,0.020003965605045186,2338.704206308202,0,1,0,0,0,0,none,0.0694365631,0.134175999,,True,1,,0.994645978,0.996218872,0.995432425
0.261799,15.0,200,10,399970101,0.019917313877268354,2300.1910296261576,0,1,0,0,0,0,none,0.0744096696,0.156685073,,True,1,,0.997579294,0.948133084,0.972856189
0.261799,15.0,200,11,2027151686,0.018723573733368387,588.7856548822567,0,1,0,0,0,0,none,0.0668005219,0.114667844,,True,1,,0.922824682,0.995441182,0.959132932
0.261799,15.0,200,12,383187902,0.019301387525578775,1592.8971859351564,0,1,0,0,0,0,none,0.109928902,0.0418170011,,True,1,,0.968311036,0.987036708,0.977673872
0.261799,15.0,200,13,766774986,0.019070798804910274,402.14319026373033,0,1,0,0,0,0,none,0.0373491731,0.0630013787,,True,1,,0.993076436,0.983333616,0.988205026
0.261799,15.0,200,14,4212045042,0.019132596969620476,144.18274868662218,0,1,0,0,0,0,none,0.123093631,0.129089755,,True,1,,0.981952398,0.993452974,0.987702686
0.261799,15.0,200,15,939482228,0.01953519085169503,1217.1515388138887,0,1,0,0,0,0,none,0.141508475,0.0855865798,,True,1,,0.955072478,0.973256836,0.964164657
0.261799,15.0,200,16,3551412986,0.019648527383966125,1048.0247709264281,0,1,0,0,0,0,none,0.106617738,0.0843441898,,True,1,,0.992776336,0.992974414,0.992875375
0.261799,15.0,200,17,2452329896,0.01966525191199559,1325.6476157409566,0,1,0,0,0,0,none,0.160333685,0.126994594,,True,1,,0.945203854,0.999465108,0.972334481
0.261799,15.0,200,18,1756518173,0.019217306965447337,844.4881367681298,0,1,0,0,0,0,none,0.0340971078,0.132031254,,True,1,,0.951842720,0.973448974,0.962645847
0.261799,15.0,200,19,163984201,0.020774628544047175,534.2010004871684,0,1,0,0,0,0,none,0.0256584169,0.080601323,,True,1,,0.999534672,0.993005006,0.996269839
0.261799,15.0,200,2,2557750273,0.02038762821722899,290.4611510260769,0,1,0,0,0,0,none,0.0330031862,0.0702166913,,True,1,,0.996801194,0.992093450,0.994447322
0.261799,15.0,200,20,1888866320,0.01945828517473505,500.9686447551224,0,1,0,0,0,0,none,0.220137607,0.0656546721,,True,1,,0.998051954,0.967797736,0.982924845
0.261799,15.0,200,21,3200795520,0.018432131510116058,717.9633184526605,0,1,0,0,0,0,none,0.0548527713,0.040202706,,True,1,,0.912525678,0.991872652,0.952199165
0.261799,15.0,200,22,3090217239,0.020353175025180883,297.54357356257754,0,1,0,0,0,0,none,0.146387036,0.115188351,,True,1,,0.955783534,0.990862128,0.973322831
0.261799,15.0,200,23,3241423666,0.019466061085305388,6471.976633392649,0,1,0,0,0,0,none,0.0756141579,0.0891948703,,True,1,,0.976831628,0.989857638,0.983344633
0.261799,15.0,200,24,1278090801,0.01904816270710843,718.6767920282633,0,1,0,0,0,0,none,0.0474680215,0.0572850497,,True,1,,0.961428410,0.980734348,0.971081379
0.261799,15.0,200,3,731619662,0.019007985403053557,345.43318655510194,0,1,0,0,0,0,none,0.115054762,0.119923284,,True,1,,0.982444674,0.991366418,0.986905546
0.261799,15.0,200,4,659832612,0.01987199501959948,264.77513277782407,0,1,0,0,0,0,none,0.0684523164,0.0153018237,,True,1,,0.996067940,0.925636358,0.960852149
0.261799,15.0,200,5,4246446717,0.018738575779529126,676.0424511459066,0,1,0,0,0,0,none,0.0659659241,0.0437638719,,True,1,,0.996523146,0.995326086,0.995924616
0.261799,15.0,200,6,123355023,0.019487591993984567,1942.1574192841124,0,1,0,0,0,0,none,0.0312505158,0.0306732876,,True,1,,0.991317224,0.978996582,0.985156903
0.261799,15.0,200,7,1856247342,0.020046658613021694,391.8448871981942,0,1,0,0,0,0,none,0.0117025479,0.0578690707,,True,1,,0.967308928,0.998365588,0.982837258
0.261799,15.0,200,8,146450836,0.020017157809431568,1250.7821177454684,0,1,0,0,0,0,none,0.0543591911,0.01927531,,True,1,,0.976174428,0.964690372,0.970432400
0.261799,15.0,200,9,858360778,0.019154202047161343,2237.2996362338176,0,1,0,0,0,0,none,0.0382071329,0.0277142781,,True,1,,0.930539876,0.997197128,0.963868502
0.261799,15.0,300,0,2461925823,0.015955407270959693,1366.2694273260913,0,1,0,0,0,0,none,0.09587209,0.0557244985,,True,1,,0.990878850,0.984986886,0.987932868
0.261799,15.0,300,1,3482844329,0.01578325169099468,680.3674411963268,0,1,0,0,0,0,none,0.0504967551,0.0415466446,,True,1,,0.988000312,0.977924958,0.982962635
0.261799,15.0,300,10,222102689,0.016289269880300692,4286.556944997954,0,1,0,0,0,0,none,0.0458810049,0.0640161508,,True,1,,0.986979722,0.947323916,0.967151819
0.261799,15.0,300,11,3151664171,0.016512381084489713,996.7516254283704,0,1,0,0,0,0,none,0.0410038988,0.0251802406,,True,1,,0.924027454,0.964563306,0.944295380
0.261799,15.0,300,12,1695302105,0.016432731553615482,1047.5281286379254,0,1,0,0,0,0,none,0.244116285,0.0721197999,,True,1,,0.992928354,0.995852406,0.994390380
0.261799,15.0,300,13,725368519,0.0160869015404662,2205.6262013235773,0,1,0,0,0,0,none,0.0438874669,0.207346159,,True,1,,0.998210610,0.989673542,0.993942076
0.261799,15.0,300,14,2932398425,0.016071072821467868,543.5399012766911,0,1,0,0,0,0,none,0.072256856,0.106492024,,True,1,,0.960029396,0.983858036,0.971943716
0.261799,15.0,300,15,1290546943,0.015540739513380582,1567.374741121697,0,1,0,0,0,0,none,0.0872632823,0.0213787218,,True,1,,0.984650776,0.996323212,0.990486994
0.261799,15.0,300,16,1573493532,0.01631068939476142,3261.8609277472724,0,1,0,0,0,0,none,0.136467598,0.105969928,,True,1,,0.981697830,0.989448716,0.985573273
0.261799,15.0,300,17,2061543209,0.016171993115917466,5462.141115100784,0,1,0,0,0,0,none,0.0444924826,0.082110399,,True,1,,0.971156078,0.990131748,0.980643913
0.261799,15.0,300,18,1872447794,0.01608153337966557,3672.438254811019,0,1,0,0,0,0,none,0.184416838,0.0566522757,,True,1,,0.973335948,0.987062214,0.980199081
0.261799,15.0,300,19,3000933859,0.01672804281635283,266.21872884211706,0,1,0,0,0,0,none,0.126927221,0.0655376852,,True,1,,0.992519558,0.965740670,0.979130114
0.261799,15.0,300,2,2255099715,0.01595853974484868,3328.9829483511144,0,1,0,0,0,0,none,0.088579596,0.0525550178,,True,1,,0.998230530,0.996764488,0.997497509
0.261799,15.0,300,20,1201903737,0.01618702960414372,4940.083742221992,0,1,0,0,0,0,none,0.035998766,0.0798087511,,True,1,,0.987517770,0.989858320,0.988688045
0.261799,15.0,300,21,2428748287,0.016769011574564303,311.6782532208131,0,1,0,0,0,0,none,0.10462935,0.0875740243,,True,1,,0.987334848,0.984587072,0.985960960
0.261799,15.0,300,22,3145894982,0.016113750102221512,7400.736380687558,0,1,0,0,0,0,none,0.0488656317,0.0861421461,,True,1,,0.996352234,0.969917746,0.983134990
0.261799,15.0,300,23,1871389849,0.016354135342023658,881.4654156133607,0,1,0,0,0,0,none,0.119027802,0.128118205,,True,1,,0.999263068,0.996681136,0.997972102
0.261799,15.0,300,24,3307069677,0.016568929792535925,3649.69646069345,0,1,0,0,0,0,none,0.123807641,0.0303777759,,True,1,,0.982710290,0.996656116,0.989683203
0.261799,15.0,300,3,2985317070,0.01564971856326555,4639.637584464984,0,1,0,0,0,0,none,0.0570378519,0.0896362964,,True,1,,0.992585874,0.998538700,0.995562287
0.261799,15.0,300,4,1126351460,0.015970334221140713,644.4601844173836,0,1,0,0,0,0,none,0.0529710583,0.15024219,,True,1,,0.938754370,0.991953280,0.965353825
0.261799,15.0,300,5,791545491,0.0162716227087342,3334.2571761652734,0,1,0,0,0,0,none,0.0951304424,0.115135802,,True,1,,0.987702670,0.996138358,0.991920514
0.261799,15.0,300,6,201140397,0.015765770149377155,1048.1654572332939,0,1,0,0,0,0,none,0.264898623,0.0778337389,,True,1,,0.965964550,0.968214514,0.967089532
0.261799,15.0,300,7,1135163639,0.016334909874719264,3035.754887321454,0,1,0,0,0,0,none,0.0702831948,0.0906194702,,True,1,,0.992946318,0.998418932,0.995682625
0.261799,15.0,300,8,2185559680,0.01569724354629045,1108.8888721352841,0,1,0,0,0,0,none,0.0382175618,0.0457781442,,True,1,,0.992669864,0.980925234,0.986797549
0.261799,15.0,300,9,2983722709,0.016162579504661538,1189.357611033936,0,1,0,0,0,0,none,0.152556758,0.112259126,,True,1,,0.996608736,0.972892052,0.984750394
0.261799,15.0,500,0,32882783,0.012945097760520904,5016.091967909147,0,1,0,0,0,0,none,0.188477902,0.12588768,,True,1,,0.992572204,0.994676892,0.993624548
0.261799,15.0,500,1,2562341876,0.012633881527183073,1170.000593180732,0,1,0,0,0,0,none,0.0865670463,0.125439685,,True,1,,0.998078906,0.957262048,0.977670477
0.261799,15.0,500,10,331369763,0.012338901997360303,3001.541624030472,0,1,0,0,0,0,none,0.0768306361,0.121569645,,True,1,,0.996558544,0.987927870,0.992243207
0.261799,15.0,500,11,2841255746,0.013061640067151575,2037.4399337772738,0,1,0,0,0,0,none,0.10103647,0.0406314138,,True,1,,0.967218924,0.954607008,0.960912966
0.261799,15.0,500,12,2646517992,0.012730902527309075,1898.705966645181,0,1,0,0,0,0,none,0.129530863,0.0579894022,,True,1,,0.979158936,0.999867304,0.989513120
0.261799,15.0,500,13,684148553,0.012875047051118495,8110.9899285651,0,1,0,0,0,0,none,0.0461976089,0.166530575,,True,1,,0.992546560,0.975976228,0.984261394
0.261799,15.0,500,14,1527071085,0.01299621068721672,2139.8623773965846,0,1,0,0,0,0,none,0.161467995,0.033194414,,True,1,,0.989906056,0.972985062,0.981445559
0.261799,15.0,500,15,2377889047,0.012813592459035437,3854.918386781289,0,1,0,0,0,0,none,0.236028045,0.0842086385,,True,1,,0.998375856,0.994455186,0.996415521
0.261799,15.0,500,16,2715379346,0.0128927582353581,9492.837098776632,0,1,0,0,0,0,none,0.14527191,0.101562644,,True,1,,0.979454982,0.960744708,0.970099845
0.261799,15.0,500,17,2322122143,0.01266152457834681,9250.860575651861,0,1,0,0,0,0,none,0.0906332951,0.106133856,,True,1,,0.986676100,0.967847564,0.977261832
0.261799,15.0,500,18,1467527387,0.01265481747104379,1340.9173357426794,0,1,0,0,0,0,none,0.1025942,0.0210705148,,True,1,,0.948918756,0.997449204,0.973183980
0.261799,15.0,500,19,4099197495,0.012672516001947517,1986.4361529697978,0,1,0,0,0,0,none,0.100217603,0.121059559,,True,1,,0.995886138,0.988875850,0.992380994
0.261799,15.0,500,2,4245787482,0.012768356473390552,1595.3345451239884,0,1,0,0,0,0,none,0.0435651277,0.0669356818,,True,1,,0.997321024,0.997900444,0.997610734
0.261799,15.0,500,20,1257427689,0.012786733030313902,7736.285741273882,0,1,0,0,0,0,none,0.120483073,0.0720806682,,True,1,,0.960721578,0.999784096,0.980252837
0.261799,15.0,500,21,1757438349,0.012430163891385732,4840.641086845562,0,1,0,0,0,0,none,0.198857731,0.141147073,,True,1,,0.998656518,0.998378072,0.998517295
0.261799,15.0,500,22,1391748211,0.012748328928836511,18417.345522204334,0,1,0,0,0,0,none,0.0713663631,0.0649746709,,True,1,,0.992635312,0.990458942,0.991547127
0.261799,15.0,500,23,3571330457,0.012938351638214458,10334.465119520459,0,1,0,0,0,0,none,0.033330038,0.104539727,,True,1,,0.988330034,0.991638274,0.989984154
0.261799,15.0,500,24,1760054534,0.012794586304001937,5154.292492065538,0,1,0,0,0,0,none,0.0940370199,0.0866075939,,True,1,,0.996280494,0.971730292,0.984005393
0.261799,15.0,500,3,3036207719,0.012890464919480827,2636.9347561462228,0,1,0,0,0,0,none,0.116315848,0.126458128,,True,1,,0.991585662,0.992197588,0.991891625
0.261799,15.0,500,4,3550883894,0.01273926499731112,4671.097188780175,0,1,0,0,0,0,none,0.0787715375,0.0770800062,,True,1,,0.910498544,0.978399594,0.944449069
0.261799,15.0,500,5,1705469564,0.01322999227006865,1064.0822474976562,0,1,0,0,0,0,none,0.0659346376,0.0822686064,,True,1,,0.970059380,0.999695284,0.984877332
0.261799,15.0,500,6,7953276,0.013335815515089664,423.7817382836271,0,1,0,0,0,0,none,0.103377399,0.0868763769,,True,1,,0.996668868,0.989259020,0.992963944
0.261799,15.0,500,7,3075481889,0.012795112941629988,5556.596937746673,0,1,0,0,0,0,none,0.0380372325,0.0638558447,,True,1,,0.974755278,0.980687416,0.977721347
0.261799,15.0,500,8,4214986237,0.012746718937110619,20833.0645715307,0,1,0,0,0,0,none,0.112897729,0.153398037,,True,1,,0.999057582,0.994659172,0.996858377
0.261799,15.0,500,9,2185933317,0.01269213795193997,12312.692753347133,0,1,0,0,0,0,none,0.103685116,0.110938036,,True,1,,0.980472692,0.958092710,0.969282701
0.261799,15.0,50,0,2894599681,0.032754807415280536,394.4451421986024,0,1,0,0,0,0,none,0.070778132,0.0802161859,,True,1,,0.993709450,0.991864034,0.992786742
0.261799,15.0,50,1,3744006955,0.03046223730904783,182.88919337135275,0,1,0,0,0,0,none,0.0854080833,0.0770198626,,True,1,,0.991803066,0.998975590,0.995389328
0.261799,15.0,50,10,1515371731,0.03376257739105794,97.15568232965312,0,1,0,0,0,0,none,0.0410072056,0.0757120098,,True,1,,0.989844680,0.980389038,0.985116859
0.261799,15.0,50,11,3171962279,0.032649264359497825,78.31719809728008,0,1,0,0,0,0,none,0.0686122362,0.0956790757,,True,1,,0.996984586,0.990051554,0.993518070
0.261799,15.0,50,12,4172867651,0.03137952252196378,164.8899108543391,0,1,0,0,0,0,none,0.0461141937,0.0652693447,,True,1,,0.987921606,0.997645222,0.992783414
0.261799,15.0,50,13,3755222660,0.029913602264718748,241.96927028093114,0,1,0,0,0,0,none,0.117845595,0.0795417983,,True,1,,0.978262072,0.965008080,0.971635076
0.261799,15.0,50,14,3456562196,0.03283376937780375,222.71333734056125,0,1,0,0,0,0,none,0.116088597,0.035374186,,True,1,,0.995457868,0.989122986,0.992290427
0.261799,15.0,50,15,3788114773,0.032717755433691334,113.17945467265795,0,1,0,0,0,0,none,0.10228325,0.10142168,,True,1,,0.957672768,0.966476226,0.962074497
0.261799,15.0,50,16,2985550407,0.031514734988564615,203.88843538188064,0,1,0,0,0,0,none,0.0281792368,0.0529552821,,True,1,,0.989729082,0.968167106,0.978948094
0.261799,15.0,50,17,2416374241,0.03172083235914654,105.92213337897131,0,1,0,0,0,0,none,0.188359953,0.0463657376,,True,1,,0.923076802,0.997261262,0.960169032
0.261799,15.0,50,18,201015805,0.02993035666572226,45.040606352158086,0,1,0,0,0,0,none,0.219242815,0.21265513,,True,1,,0.966333222,0.989818526,0.978075874
0.261799,15.0,50,19,1656985393,0.03131610962314516,179.85127093021111,0,1,0,0,0,0,none,0.0355700184,0.198189368,,True,1,,0.978997496,0.974351336,0.976674416
0.261799,15.0,50,2,2412653639,0.03264441135508103,185.72203503419277,0,1,0,0,0,0,none,0.0139332877,0.092970754,,True,1,,0.989250800,0.996730274,0.992990537
0.261799,15.0,50,20,2570276175,0.03194713957321709,131.80545121941893,0,1,0,0,0,0,none,0.12187078,0.16490283,,True,1,,0.993168828,0.963406148,0.978287488
0.261799,15.0,50,21,2907230550,0.030165796460174477,113.95210114085504,0,1,0,0,0,0,none,0.120913648,0.0933976297,,True,1,,0.980796060,0.990175930,0.985485995
0.261799,15.0,50,22,175835106,0.03273546962476688,92.0196438065032,0,1,0,0,0,0,none,0.0526348243,0.132756244,,True,1,,0.994824850,0.992158666,0.993491758
0.261799,15.0,50,23,904505284,0.030844684909904357,195.68929545006512,0,1,0,0,0,0,none,0.163487426,0.150116539,,True,1,,0.981649880,0.976035750,0.978842815
0.261799,15.0,50,24,3072635578,0.03135426968330447,154.687093966018,0,1,0,0,0,0,none,0.0620848281,0.118282155,,True,1,,0.984296296,0.991688576,0.987992436
